"geo_value","time_value","value","cumsum"
"ID",2020-05-09,27,2205
"IL",2020-05-09,2325,76085
"IN",2020-05-09,586,23732
"KS",2020-05-09,162,6829
"KY",2020-05-09,152,6440
"LA",2020-05-09,562,31417
"MA",2020-05-09,692,79881
"MD",2020-05-09,1049,31534
"ME",2020-05-09,34,1408
"MI",2020-05-09,493,47430
"MN",2020-05-09,702,10790
"MO",2020-05-09,156,10016
"MS",2020-05-09,288,9378
"MT",2020-05-09,0,458
"NC",2020-05-09,486,15002
"ND",2020-05-09,26,1489
"NE",2020-05-09,275,8093
"NH",2020-05-09,64,3011
"NJ",2020-05-09,1565,137464
"NM",2020-05-09,105,4778
"NV",2020-05-09,251,6171
"NY",2020-05-09,2635,336802
"OH",2020-05-09,681,23697
"OK",2020-05-09,66,4490
"OR",2020-05-09,92,3160
"PA",2020-05-09,1093,58462
"RI",2020-05-09,210,10989
"SC",2020-05-09,164,7531
"SD",2020-05-09,248,3392
"TN",2020-05-09,244,14772
"TX",2020-05-09,1656,33464
"UT",2020-05-09,184,6103
"VA",2020-05-09,854,23196
"VT",2020-05-09,2,921
"WA",2020-05-09,286,16674
"WI",2020-05-09,349,9939
"WV",2020-05-09,0,1323
"WY",2020-05-09,9,653
"AK",2020-05-10,1,386
"AL",2020-05-10,262,9982
"AR",2020-05-10,265,4012
"AZ",2020-05-10,159,11119
"CA",2020-05-10,1191,68450
"CO",2020-05-10,274,23465
"CT",2020-05-10,570,33554
"DE",2020-05-10,0,6277
"FL",2020-05-10,595,40596
"GA",2020-05-10,992,33580
"HI",2020-05-10,1,632
"IA",2020-05-10,288,11959
"ID",2020-05-10,25,2230
"IL",2020-05-10,1656,77741
"IN",2020-05-10,394,24126
"KS",2020-05-10,122,6951
"KY",2020-05-10,0,6440
"LA",2020-05-10,183,31600
"MA",2020-05-10,395,80276
"MD",2020-05-10,1053,32587
"ME",2020-05-10,28,1436
"MI",2020-05-10,407,47837
"MN",2020-05-10,481,11271
"MO",2020-05-10,99,10115
"MS",2020-05-10,123,9501
"MT",2020-05-10,0,458
"NC",2020-05-10,272,15274
"ND",2020-05-10,26,1515
"NE",2020-05-10,78,8171
"NH",2020-05-10,60,3071
"NJ",2020-05-10,1359,138823
"NM",2020-05-10,85,4863
"NV",2020-05-10,-51,6120
"NY",2020-05-10,2400,339202
"OH",2020-05-10,384,24081
"OK",2020-05-10,99,4589
"OR",2020-05-10,68,3228
"PA",2020-05-10,1415,59877
"RI",2020-05-10,285,11274
"SC",2020-05-10,122,7653
"SD",2020-05-10,124,3516
"TN",2020-05-10,247,15019
"TX",2020-05-10,403,33867
"UT",2020-05-10,148,6251
"VA",2020-05-10,885,24081
"VT",2020-05-10,6,927
"WA",2020-05-10,217,16891
"WI",2020-05-10,280,10219
"WV",2020-05-10,37,1360
"WY",2020-05-10,9,662
"AK",2020-05-11,2,388
"AL",2020-05-11,280,10262
"AR",2020-05-11,31,4043
"AZ",2020-05-11,264,11383
"CA",2020-05-11,1505,69955
"CO",2020-05-11,357,23822
"CT",2020-05-11,211,33765
"DE",2020-05-11,288,6565
"FL",2020-05-11,386,40982
"GA",2020-05-11,422,34002
"HI",2020-05-11,2,634
"IA",2020-05-11,414,12373
"ID",2020-05-11,30,2260
"IL",2020-05-11,1266,79007
"IN",2020-05-11,501,24627
"KS",2020-05-11,208,7159
"KY",2020-05-11,237,6677
"LA",2020-05-11,215,31815
"MA",2020-05-11,1311,81587
"MD",2020-05-11,786,33373
"ME",2020-05-11,26,1462
"MI",2020-05-11,511,48348
"MN",2020-05-11,528,11799
"MO",2020-05-11,114,10229
"MS",2020-05-11,173,9674
"MT",2020-05-11,1,459
"NC",2020-05-11,327,15601
"ND",2020-05-11,52,1567
"NE",2020-05-11,236,8407
"NH",2020-05-11,89,3160
"NJ",2020-05-11,1466,140289
"NM",2020-05-11,206,5069
"NV",2020-05-11,32,6152
"NY",2020-05-11,1824,341026
"OH",2020-05-11,696,24777
"OK",2020-05-11,24,4613
"OR",2020-05-11,58,3286
"PA",2020-05-11,592,60469
"RI",2020-05-11,176,11450
"SC",2020-05-11,139,7792
"SD",2020-05-11,97,3613
"TN",2020-05-11,552,15571
"TX",2020-05-11,880,34747
"UT",2020-05-11,111,6362
"VA",2020-05-11,989,25070
"VT",2020-05-11,-1,926
"WA",2020-05-11,231,17122
"WI",2020-05-11,199,10418
"WV",2020-05-11,6,1366
"WY",2020-05-11,7,669
"AK",2020-05-12,2,390
"AL",2020-05-12,304,10566
"AR",2020-05-12,121,4164
"AZ",2020-05-12,353,11736
"CA",2020-05-12,1688,71643
"CO",2020-05-12,382,24204
"CT",2020-05-12,568,34333
"DE",2020-05-12,176,6741
"FL",2020-05-12,941,41923
"GA",2020-05-12,922,34924
"HI",2020-05-12,1,635
"IA",2020-05-12,539,12912
"ID",2020-05-12,33,2293
"IL",2020-05-12,4014,83021
"IN",2020-05-12,500,25127
"KS",2020-05-12,81,7240
"KY",2020-05-12,176,6853
"LA",2020-05-12,235,32050
"MA",2020-05-12,1453,83040
"MD",2020-05-12,688,34061
"ME",2020-05-12,15,1477
"MI",2020-05-12,588,48936
"MN",2020-05-12,695,12494
"MO",2020-05-12,128,10357
"MS",2020-05-12,234,9908
"MT",2020-05-12,2,461
"NC",2020-05-12,424,16025
"ND",2020-05-12,73,1640
"NE",2020-05-12,125,8532
"NH",2020-05-12,79,3239
"NJ",2020-05-12,727,141016
"NM",2020-05-12,143,5212
"NV",2020-05-12,161,6313
"NY",2020-05-12,1330,342356
"OH",2020-05-12,473,25250
"OK",2020-05-12,119,4732
"OR",2020-05-12,72,3358
"PA",2020-05-12,788,61257
"RI",2020-05-12,164,11614
"SC",2020-05-12,135,7927
"SD",2020-05-12,49,3662
"TN",2020-05-12,696,16267
"TX",2020-05-12,1609,36356
"UT",2020-05-12,70,6432
"VA",2020-05-12,730,25800
"VT",2020-05-12,1,927
"WA",2020-05-12,208,17330
"WI",2020-05-12,193,10611
"WV",2020-05-12,12,1378
"WY",2020-05-12,6,675
"AK",2020-05-13,1,391
"AL",2020-05-13,256,10822
"AR",2020-05-13,72,4236
"AZ",2020-05-13,480,12216
"CA",2020-05-13,2032,73675
"CO",2020-05-13,371,24575
"CT",2020-05-13,522,34855
"DE",2020-05-13,211,6952
"FL",2020-05-13,479,42402
"GA",2020-05-13,503,35427
"HI",2020-05-13,3,638
"IA",2020-05-13,377,13289
"ID",2020-05-13,0,2293
"IL",2020-05-13,1673,84694
"IN",2020-05-13,346,25473
"KS",2020-05-13,278,7518
"KY",2020-05-13,0,6853
"LA",2020-05-13,612,32662
"MA",2020-05-13,1317,84357
"MD",2020-05-13,751,34812
"ME",2020-05-13,38,1515
"MI",2020-05-13,539,49475
"MN",2020-05-13,423,12917
"MO",2020-05-13,195,10552
"MS",2020-05-13,182,10090
"MT",2020-05-13,1,462
"NC",2020-05-13,708,16733
"ND",2020-05-13,67,1707
"NE",2020-05-13,380,8912
"NH",2020-05-13,60,3299
"NJ",2020-05-13,657,141673
"NM",2020-05-13,152,5364
"NV",2020-05-13,163,6476
"NY",2020-05-13,1518,343874
"OH",2020-05-13,471,25721
"OK",2020-05-13,126,4858
"OR",2020-05-13,58,3416
"PA",2020-05-13,761,62018
"RI",2020-05-13,221,11835
"SC",2020-05-13,103,8030
"SD",2020-05-13,67,3729
"TN",2020-05-13,320,16587
"TX",2020-05-13,745,37101
"UT",2020-05-13,188,6620
"VA",2020-05-13,946,26746
"VT",2020-05-13,2,929
"WA",2020-05-13,182,17512
"WI",2020-05-13,291,10902
"WV",2020-05-13,20,1398
"WY",2020-05-13,13,688
"AK",2020-05-14,5,396
"AL",2020-05-14,339,11161
"AR",2020-05-14,130,4366
"AZ",2020-05-14,458,12674
"CA",2020-05-14,1778,75453
"CO",2020-05-14,352,24927
"CT",2020-05-14,609,35464
"DE",2020-05-14,271,7223
"FL",2020-05-14,808,43210
"GA",2020-05-14,550,35977
"HI",2020-05-14,-1,637
"IA",2020-05-14,386,13675
"ID",2020-05-14,58,2351
"IL",2020-05-14,3243,87937
"IN",2020-05-14,580,26053
"KS",2020-05-14,187,7705
"KY",2020-05-14,372,7225
"LA",2020-05-14,827,33489
"MA",2020-05-14,1316,85673
"MD",2020-05-14,1091,35903
"ME",2020-05-14,50,1565
"MI",2020-05-14,1320,50795
"MN",2020-05-14,518,13435
"MO",2020-05-14,165,10717
"MS",2020-05-14,393,10483
"MT",2020-05-14,0,462
"NC",2020-05-14,794,17527
"ND",2020-05-14,51,1758
"NE",2020-05-14,348,9260
"NH",2020-05-14,83,3382
"NJ",2020-05-14,1161,142834
"NM",2020-05-14,139,5503
"NV",2020-05-14,28,6504
"NY",2020-05-14,2339,346213
"OH",2020-05-14,636,26357
"OK",2020-05-14,105,4963
"OR",2020-05-14,63,3479
"PA",2020-05-14,916,62934
"RI",2020-05-14,181,12016
"SC",2020-05-14,159,8189
"SD",2020-05-14,60,3789
"TN",2020-05-14,261,16848
"TX",2020-05-14,684,37785
"UT",2020-05-14,129,6749
"VA",2020-05-14,1067,27813
"VT",2020-05-14,3,932
"WA",2020-05-14,261,17773
"WI",2020-05-14,373,11275
"WV",2020-05-14,29,1427
"WY",2020-05-14,13,701
"AK",2020-05-15,2,398
"AL",2020-05-15,333,11494
"AR",2020-05-15,97,4463
"AZ",2020-05-15,495,13169
"CA",2020-05-15,1944,77397
"CO",2020-05-15,370,25297
"CT",2020-05-15,621,36085
"DE",2020-05-15,150,7373
"FL",2020-05-15,928,44138
"GA",2020-05-15,795,36772
"HI",2020-05-15,1,638
"IA",2020-05-15,374,14049
"ID",2020-05-15,0,2351
"IL",2020-05-15,2432,90369
"IN",2020-05-15,603,26656
"KS",2020-05-15,181,7886
"KY",2020-05-15,219,7444
"LA",2020-05-15,348,33837
"MA",2020-05-15,1108,86781
"MD",2020-05-15,1083,36986
"ME",2020-05-15,38,1603
"MI",2020-05-15,587,51382
"MN",2020-05-15,805,14240
"MO",2020-05-15,211,10928
"MS",2020-05-15,318,10801
"MT",2020-05-15,4,466
"NC",2020-05-15,742,18269
"ND",2020-05-15,87,1845
"NE",2020-05-15,350,9610
"NH",2020-05-15,71,3453
"NJ",2020-05-15,1290,144124
"NM",2020-05-15,159,5662
"NV",2020-05-15,229,6733
"NY",2020-05-15,2248,348461
"OH",2020-05-15,597,26954
"OK",2020-05-15,124,5087
"OR",2020-05-15,62,3541
"PA",2020-05-15,1009,63943
"RI",2020-05-15,203,12219
"SC",2020-05-15,218,8407
"SD",2020-05-15,92,3881
"TN",2020-05-15,193,17041
"TX",2020-05-15,821,38606
"UT",2020-05-15,164,6913
"VA",2020-05-15,859,28672
"VT",2020-05-15,1,933
"WA",2020-05-15,178,17951
"WI",2020-05-15,410,11685
"WV",2020-05-15,20,1447
"WY",2020-05-15,15,716
"AK",2020-05-16,5,403
"AL",2020-05-16,334,11828
"AR",2020-05-16,115,4578
"AZ",2020-05-16,497,13666
"CA",2020-05-16,2070,79467
"CO",2020-05-16,236,25533
"CT",2020-05-16,618,36703
"DE",2020-05-16,174,7547
"FL",2020-05-16,673,44811
"GA",2020-05-16,440,37212
"HI",2020-05-16,1,639
"IA",2020-05-16,279,14328
"ID",2020-05-16,68,2419
"IL",2020-05-16,2088,92457
"IN",2020-05-16,624,27280
"KS",2020-05-16,53,7939
"KY",2020-05-16,244,7688
"LA",2020-05-16,280,34117
"MA",2020-05-16,651,87432
"MD",2020-05-16,982,37968
"ME",2020-05-16,45,1648
"MI",2020-05-16,504,51886
"MN",2020-05-16,729,14969
"MO",2020-05-16,162,11090
"MS",2020-05-16,322,11123
"MT",2020-05-16,2,468
"NC",2020-05-16,485,18754
"ND",2020-05-16,51,1896
"NE",2020-05-16,610,10220
"NH",2020-05-16,103,3556
"NJ",2020-05-16,1109,145233
"NM",2020-05-16,185,5847
"NV",2020-05-16,80,6813
"NY",2020-05-16,2518,350979
"OH",2020-05-16,520,27474
"OK",2020-05-16,150,5237
"OR",2020-05-16,71,3612
"PA",2020-05-16,1101,65044
"RI",2020-05-16,215,12434
"SC",2020-05-16,254,8661
"SD",2020-05-16,69,3950
"TN",2020-05-16,260,17301
"TX",2020-05-16,1636,40242
"UT",2020-05-16,155,7068
"VA",2020-05-16,1011,29683
"VT",2020-05-16,1,934
"WA",2020-05-16,337,18288
"WI",2020-05-16,502,12187
"WV",2020-05-16,23,1470
"WY",2020-05-16,25,741
"AK",2020-05-17,5,408
"AL",2020-05-17,309,12137
"AR",2020-05-17,181,4759
"AZ",2020-05-17,279,13945
"CA",2020-05-17,1586,81053
"CO",2020-05-17,204,25737
"CT",2020-05-17,716,37419
"DE",2020-05-17,123,7670
"FL",2020-05-17,777,45588
"GA",2020-05-17,367,37579
"HI",2020-05-17,1,640
"IA",2020-05-17,323,14651
"ID",2020-05-17,0,2419
"IL",2020-05-17,1734,94191
"IN",2020-05-17,498,27778
"KS",2020-05-17,14,7953
"KY",2020-05-17,0,7688
"LA",2020-05-17,315,34432
"MA",2020-05-17,372,87804
"MD",2020-05-17,836,38804
"ME",2020-05-17,39,1687
"MI",2020-05-17,336,52222
"MN",2020-05-17,699,15668
"MO",2020-05-17,107,11197
"MS",2020-05-17,173,11296
"MT",2020-05-17,0,468
"NC",2020-05-17,407,19161
"ND",2020-05-17,31,1927
"NE",2020-05-17,-43,10177
"NH",2020-05-17,40,3596
"NJ",2020-05-17,1420,146653
"NM",2020-05-17,91,5938
"NV",2020-05-17,136,6949
"NY",2020-05-17,2023,353002
"OH",2020-05-17,449,27923
"OK",2020-05-17,73,5310
"OR",2020-05-17,11,3623
"PA",2020-05-17,699,65743
"RI",2020-05-17,240,12674
"SC",2020-05-17,155,8816
"SD",2020-05-17,27,3977
"TN",2020-05-17,471,17772
"TX",2020-05-17,573,40815
"UT",2020-05-17,170,7238
"VA",2020-05-17,705,30388
"VT",2020-05-17,6,940
"WA",2020-05-17,145,18433
"WI",2020-05-17,356,12543
"WV",2020-05-17,22,1492
"WY",2020-05-17,13,754
"AK",2020-05-18,3,411
"AL",2020-05-18,301,12438
"AR",2020-05-18,54,4813
"AZ",2020-05-18,263,14208
"CA",2020-05-18,1446,82499
"CO",2020-05-18,347,26084
"CT",2020-05-18,697,38116
"DE",2020-05-18,199,7869
"FL",2020-05-18,854,46442
"GA",2020-05-18,704,38283
"HI",2020-05-18,0,640
"IA",2020-05-18,304,14955
"ID",2020-05-18,36,2455
"IL",2020-05-18,2294,96485
"IN",2020-05-18,477,28255
"KS",2020-05-18,350,8303
"KY",2020-05-18,247,7935
"LA",2020-05-18,277,34709
"MA",2020-05-18,1320,89124
"MD",2020-05-18,958,39762
"ME",2020-05-18,26,1713
"MI",2020-05-18,378,52600
"MN",2020-05-18,704,16372
"MO",2020-05-18,145,11342
"MS",2020-05-18,136,11432
"MT",2020-05-18,2,470
"NC",2020-05-18,523,19684
"ND",2020-05-18,60,1987
"NE",2020-05-18,448,10625
"NH",2020-05-18,56,3652
"NJ",2020-05-18,1748,148401
"NM",2020-05-18,158,6096
"NV",2020-05-18,112,7061
"NY",2020-05-18,1498,354500
"OH",2020-05-18,531,28454
"OK",2020-05-18,88,5398
"OR",2020-05-18,64,3687
"PA",2020-05-18,778,66521
"RI",2020-05-18,121,12795
"SC",2020-05-18,126,8942
"SD",2020-05-18,40,4017
"TN",2020-05-18,341,18113
"TX",2020-05-18,1219,42034
"UT",2020-05-18,146,7384
"VA",2020-05-18,752,31140
"VT",2020-05-18,0,940
"WA",2020-05-18,178,18611
"WI",2020-05-18,144,12687
"WV",2020-05-18,10,1502
"WY",2020-05-18,12,766
"AK",2020-05-19,0,411
"AL",2020-05-19,387,12825
"AR",2020-05-19,110,4923
"AZ",2020-05-19,368,14576
"CA",2020-05-19,2147,84646
"CO",2020-05-19,326,26410
"CT",2020-05-19,314,38430
"DE",2020-05-19,168,8037
"FL",2020-05-19,502,46944
"GA",2020-05-19,572,38855
"HI",2020-05-19,1,641
"IA",2020-05-19,341,15296
"ID",2020-05-19,0,2455
"IL",2020-05-19,1545,98030
"IN",2020-05-19,450,28705
"KS",2020-05-19,50,8353
"KY",2020-05-19,134,8069
"LA",2020-05-19,329,35038
"MA",2020-05-19,1077,90201
"MD",2020-05-19,1784,41546
"ME",2020-05-19,28,1741
"MI",2020-05-19,525,53125
"MN",2020-05-19,657,17029
"MO",2020-05-19,131,11473
"MS",2020-05-19,272,11704
"MT",2020-05-19,1,471
"NC",2020-05-19,505,20189
"ND",2020-05-19,81,2068
"NE",2020-05-19,229,10854
"NH",2020-05-19,69,3721
"NJ",2020-05-19,1132,149533
"NM",2020-05-19,96,6192
"NV",2020-05-19,35,7096
"NY",2020-05-19,1386,355886
"OH",2020-05-19,498,28952
"OK",2020-05-19,91,5489
"OR",2020-05-19,39,3726
"PA",2020-05-19,565,67086
"RI",2020-05-19,156,12951
"SC",2020-05-19,114,9056
"SD",2020-05-19,58,4075
"TN",2020-05-19,334,18447
"TX",2020-05-19,1339,43373
"UT",2020-05-19,134,7518
"VA",2020-05-19,1005,32145
"VT",2020-05-19,4,944
"WA",2020-05-19,200,18811
"WI",2020-05-19,198,12885
"WV",2020-05-19,0,1502
"WY",2020-05-19,10,776
"AK",2020-05-20,5,416
"AL",2020-05-20,361,13186
"AR",2020-05-20,80,5003
"AZ",2020-05-20,330,14906
"CA",2020-05-20,2278,86924
"CO",2020-05-20,325,26735
"CT",2020-05-20,587,39017
"DE",2020-05-20,157,8194
"FL",2020-05-20,527,47471
"GA",2020-05-20,946,39801
"HI",2020-05-20,2,643
"IA",2020-05-20,324,15620
"ID",2020-05-20,51,2506
"IL",2020-05-20,2388,100418
"IN",2020-05-20,569,29274
"KS",2020-05-20,154,8507
"KY",2020-05-20,98,8167
"LA",2020-05-20,278,35316
"MA",2020-05-20,1029,91230
"MD",2020-05-20,777,42323
"ME",2020-05-20,78,1819
"MI",2020-05-20,777,53902
"MN",2020-05-20,641,17670
"MO",2020-05-20,189,11662
"MS",2020-05-20,263,11967
"MT",2020-05-20,7,478
"NC",2020-05-20,825,21014
"ND",2020-05-20,100,2168
"NE",2020-05-20,268,11122
"NH",2020-05-20,147,3868
"NJ",2020-05-20,1443,150976
"NM",2020-05-20,125,6317
"NV",2020-05-20,292,7388
"NY",2020-05-20,1166,357052
"OH",2020-05-20,484,29436
"OK",2020-05-20,43,5532
"OR",2020-05-20,75,3801
"PA",2020-05-20,769,67855
"RI",2020-05-20,405,13356
"SC",2020-05-20,119,9175
"SD",2020-05-20,88,4163
"TN",2020-05-20,259,18706
"TX",2020-05-20,1091,44464
"UT",2020-05-20,192,7710
"VA",2020-05-20,763,32908
"VT",2020-05-20,0,944
"WA",2020-05-20,160,18971
"WI",2020-05-20,528,13413
"WV",2020-05-20,65,1567
"WY",2020-05-20,11,787
"AK",2020-05-21,0,416
"AL",2020-05-21,404,13590
"AR",2020-05-21,455,5458
"AZ",2020-05-21,442,15348
"CA",2020-05-21,2309,89233
"CO",2020-05-21,335,27070
"CT",2020-05-21,191,39208
"DE",2020-05-21,192,8386
"FL",2020-05-21,1204,48675
"GA",2020-05-21,862,40663
"HI",2020-05-21,4,647
"IA",2020-05-21,550,16170
"ID",2020-05-21,0,2506
"IL",2020-05-21,2270,102688
"IN",2020-05-21,662,29936
"KS",2020-05-21,118,8625
"KY",2020-05-21,119,8286
"LA",2020-05-21,1188,36504
"MA",2020-05-21,978,92208
"MD",2020-05-21,1208,43531
"ME",2020-05-21,58,1877
"MI",2020-05-21,601,54503
"MN",2020-05-21,530,18200
"MO",2020-05-21,152,11814
"MS",2020-05-21,255,12222
"MT",2020-05-21,1,479
"NC",2020-05-21,788,21802
"ND",2020-05-21,70,2238
"NE",2020-05-21,305,11427
"NH",2020-05-21,67,3935
"NJ",2020-05-21,826,151802
"NM",2020-05-21,155,6472
"NV",2020-05-21,12,7400
"NY",2020-05-21,1866,358918
"OH",2020-05-21,731,30167
"OK",2020-05-21,148,5680
"OR",2020-05-21,16,3817
"PA",2020-05-21,973,68828
"RI",2020-05-21,215,13571
"SC",2020-05-21,206,9381
"SD",2020-05-21,0,4163
"TN",2020-05-21,383,19089
"TX",2020-05-21,886,45350
"UT",2020-05-21,164,7874
"VA",2020-05-21,1229,34137
"VT",2020-05-21,6,950
"WA",2020-05-21,146,19117
"WI",2020-05-21,472,13885
"WV",2020-05-21,26,1593
"WY",2020-05-21,14,801
"AK",2020-05-22,3,419
"AL",2020-05-22,364,13954
"AR",2020-05-22,154,5612
"AZ",2020-05-22,276,15624
"CA",2020-05-22,2244,91477
"CO",2020-05-22,299,27369
"CT",2020-05-22,432,39640
"DE",2020-05-22,143,8529
"FL",2020-05-22,776,49451
"GA",2020-05-22,819,41482
"HI",2020-05-22,-5,642
"IA",2020-05-22,322,16492
"ID",2020-05-22,89,2595
"IL",2020-05-22,2756,105444
"IN",2020-05-22,473,30409
"KS",2020-05-22,284,8909
"KY",2020-05-22,140,8426
"LA",2020-05-22,421,36925
"MA",2020-05-22,883,93091
"MD",2020-05-22,893,44424
"ME",2020-05-22,71,1948
"MI",2020-05-22,537,55040
"MN",2020-05-22,805,19005
"MO",2020-05-22,214,12028
"MS",2020-05-22,403,12625
"MT",2020-05-22,0,479
"NC",2020-05-22,948,22750
"ND",2020-05-22,50,2288
"NE",2020-05-22,235,11662
"NH",2020-05-22,79,4014
"NJ",2020-05-22,1016,152818
"NM",2020-05-22,153,6625
"NV",2020-05-22,125,7525
"NY",2020-05-22,1900,360818
"OH",2020-05-22,627,30794
"OK",2020-05-22,169,5849
"OR",2020-05-22,47,3864
"PA",2020-05-22,967,69795
"RI",2020-05-22,165,13736
"SC",2020-05-22,257,9638
"SD",2020-05-22,178,4341
"TN",2020-05-22,385,19474
"TX",2020-05-22,921,46271
"UT",2020-05-22,183,8057
"VA",2020-05-22,813,34950
"VT",2020-05-22,2,952
"WA",2020-05-22,148,19265
"WI",2020-05-22,511,14396
"WV",2020-05-22,112,1705
"WY",2020-05-22,2,803
"AK",2020-05-23,4,423
"AL",2020-05-23,374,14328
"AR",2020-05-23,163,5775
"AZ",2020-05-23,429,16053
"CA",2020-05-23,2067,93544
"CO",2020-05-23,173,27542
"CT",2020-05-23,382,40022
"DE",2020-05-23,0,8529
"FL",2020-05-23,676,50127
"GA",2020-05-23,760,42242
"HI",2020-05-23,1,643
"IA",2020-05-23,406,16898
"ID",2020-05-23,0,2595
"IL",2020-05-23,2352,107796
"IN",2020-05-23,492,30901
"KS",2020-05-23,37,8946
"KY",2020-05-23,145,8571
"LA",2020-05-23,0,36925
"MA",2020-05-23,400,93491
"MD",2020-05-23,1071,45495
"ME",2020-05-23,65,2013
"MI",2020-05-23,485,55525
"MN",2020-05-23,840,19845
"MO",2020-05-23,145,12173
"MS",2020-05-23,380,13005
"MT",2020-05-23,0,479
"NC",2020-05-23,573,23323
"ND",2020-05-23,54,2342
"NE",2020-05-23,301,11963
"NH",2020-05-23,75,4089
"NJ",2020-05-23,565,153383
"NM",2020-05-23,0,6625
"NV",2020-05-23,1,7526
"NY",2020-05-23,2071,362889
"OH",2020-05-23,614,31408
"OK",2020-05-23,111,5960
"OR",2020-05-23,24,3888
"PA",2020-05-23,764,70559
"RI",2020-05-23,216,13952
"SC",2020-05-23,257,9895
"SD",2020-05-23,106,4447
"TN",2020-05-23,418,19892
"TX",2020-05-23,335,46606
"UT",2020-05-23,203,8260
"VA",2020-05-23,799,35749
"VT",2020-05-23,2,954
"WA",2020-05-23,0,19265
"WI",2020-05-23,481,14877
"WV",2020-05-23,0,1705
"WY",2020-05-23,10,813
"AK",2020-05-24,0,423
"AL",2020-05-24,348,14676
"AR",2020-05-24,147,5922
"AZ",2020-05-24,324,16377
"CA",2020-05-24,1786,95330
"CO",2020-05-24,148,27690
"CT",2020-05-24,446,40468
"DE",2020-05-24,280,8809
"FL",2020-05-24,740,50867
"GA",2020-05-24,660,42902
"HI",2020-05-24,0,643
"IA",2020-05-24,353,17251
"ID",2020-05-24,31,2626
"IL",2020-05-24,2508,110304
"IN",2020-05-24,475,31376
"KS",2020-05-24,58,9004
"KY",2020-05-24,0,8571
"LA",2020-05-24,244,37169
"MA",2020-05-24,316,93807
"MD",2020-05-24,818,46313
"ME",2020-05-24,42,2055
"MI",2020-05-24,332,55857
"MN",2020-05-24,728,20573
"MO",2020-05-24,227,12400
"MS",2020-05-24,255,13260
"MT",2020-05-24,0,479
"NC",2020-05-24,553,23876
"ND",2020-05-24,40,2382
"NE",2020-05-24,171,12134
"NH",2020-05-24,60,4149
"NJ",2020-05-24,1019,154402
"NM",2020-05-24,318,6943
"NV",2020-05-24,355,7881
"NY",2020-05-24,1808,364697
"OH",2020-05-24,503,31911
"OK",2020-05-24,77,6037
"OR",2020-05-24,39,3927
"PA",2020-05-24,707,71266
"RI",2020-05-24,113,14065
"SC",2020-05-24,201,10096
"SD",2020-05-24,99,4546
"TN",2020-05-24,331,20223
"TX",2020-05-24,628,47234
"UT",2020-05-24,132,8392
"VA",2020-05-24,495,36244
"VT",2020-05-24,2,956
"WA",2020-05-24,563,19828
"WI",2020-05-24,400,15277
"WV",2020-05-24,54,1759
"WY",2020-05-24,25,838
"AK",2020-05-25,3,426
"AL",2020-05-25,633,15309
"AR",2020-05-25,107,6029
"AZ",2020-05-25,198,16575
"CA",2020-05-25,2112,97442
"CO",2020-05-25,175,27865
"CT",2020-05-25,405,40873
"DE",2020-05-25,156,8965
"FL",2020-05-25,879,51746
"GA",2020-05-25,498,43400
"HI",2020-05-25,0,643
"IA",2020-05-25,306,17557
"ID",2020-05-25,0,2626
"IL",2020-05-25,1713,112017
"IN",2020-05-25,339,31715
"KS",2020-05-25,121,9125
"KY",2020-05-25,0,8571
"LA",2020-05-25,640,37809
"MA",2020-05-25,215,94022
"MD",2020-05-25,839,47152
"ME",2020-05-25,19,2074
"MI",2020-05-25,226,56083
"MN",2020-05-25,742,21315
"MO",2020-05-25,129,12529
"MS",2020-05-25,198,13458
"MT",2020-05-25,0,479
"NC",2020-05-25,461,24337
"ND",2020-05-25,43,2425
"NE",2020-05-25,228,12362
"NH",2020-05-25,48,4197
"NJ",2020-05-25,941,155343
"NM",2020-05-25,83,7026
"NV",2020-05-25,75,7956
"NY",2020-05-25,1691,366388
"OH",2020-05-25,566,32477
"OK",2020-05-25,53,6090
"OR",2020-05-25,22,3949
"PA",2020-05-25,561,71827
"RI",2020-05-25,0,14065
"SC",2020-05-25,82,10178
"SD",2020-05-25,23,4569
"TN",2020-05-25,594,20817
"TX",2020-05-25,755,47989
"UT",2020-05-25,129,8521
"VA",2020-05-25,1483,37727
"VT",2020-05-25,6,962
"WA",2020-05-25,237,20065
"WI",2020-05-25,307,15584
"WV",2020-05-25,15,1774
"WY",2020-05-25,5,843
"AK",2020-05-26,4,430
"AL",2020-05-26,590,15899
"AR",2020-05-26,151,6180
"AZ",2020-05-26,289,16864
"CA",2020-05-26,2469,99911
"CO",2020-05-26,263,28128
"CT",2020-05-26,430,41303
"DE",2020-05-26,101,9066
"FL",2020-05-26,509,52255
"GA",2020-05-26,583,43983
"HI",2020-05-26,0,643
"IA",2020-05-26,146,17703
"ID",2020-05-26,0,2626
"IL",2020-05-26,1178,113195
"IN",2020-05-26,363,32078
"KS",2020-05-26,74,9199
"KY",2020-05-26,380,8951
"LA",2020-05-26,245,38054
"MA",2020-05-26,884,94906
"MD",2020-05-26,535,47687
"ME",2020-05-26,35,2109
"MI",2020-05-26,344,56427
"MN",2020-05-26,645,21960
"MO",2020-05-26,178,12707
"MS",2020-05-26,273,13731
"MT",2020-05-26,0,479
"NC",2020-05-26,615,24952
"ND",2020-05-26,17,2442
"NE",2020-05-26,257,12619
"NH",2020-05-26,34,4231
"NJ",2020-05-26,687,156030
"NM",2020-05-26,104,7130
